Gene Set,Size,P Value,Description,Gene
GO:1990868,response to chemokine,-0.97897,0.86404,MIR-519E
GO:0002437,inflammatory response to antigenic stimulus,-1.0513,0.86702,MIR-519E
GO:0150076,neuroinflammatory response,-1.0691,0.86808,MIR-519E
GO:0032613,interleukin-10 production,-0.96623,0.86827,MIR-519E
GO:0002440,production of molecular mediator of immune response,0.15846,0.91798,MIR-519E
GO:0002244,hematopoietic progenitor cell differentiation,0.24207,0.91807,MIR-519E
GO:0001525,angiogenesis,-3.2225,<2.2e-16,MIR-520F
GO:0032613,interleukin-10 production,0.88595,0.69511,MIR-520F
GO:0032602,chemokine production,0.87465,0.69611,MIR-520F
GO:0071706,tumor necrosis factor superfamily cytokine production,1.6712,0.18063,MIR-515-2
GO:0070671,response to interleukin-12,1.6496,0.18198,MIR-515-2
GO:0032612,interleukin-1 production,1.5499,0.18278,MIR-515-2
GO:0001773,myeloid dendritic cell activation,1.6851,0.18320,MIR-515-2
GO:0001819,positive regulation of cytokine production,1.6294,0.18401,MIR-515-2
GO:0032613,interleukin-10 production,1.6958,0.18442,MIR-515-2
GO:0010573,vascular endothelial growth factor production,3.0149,0.6077,MIR-519C
GO:0002200,somatic diversification of immune receptors,2.7515,0.70948,MIR-519C
GO:0071559,response to transforming growth factor beta,-0.22667,0.92304,MIR-519C
GO:0002526,acute inflammatory response,-0.22987,0.92504,MIR-519C
GO:0070661,leukocyte proliferation,-0.23453,0.9256,MIR-519C
GO:0002683,negative regulation of immune system process,-0.23715,0.92837,MIR-519C
GO:0032620,interleukin-17 production,1.3812,0.32344,MIR-520A
GO:0070661,leukocyte proliferation,1.6177,0.37561,MIR-526B
GO:0006959,humoral immune response,1.6198,0.37852,MIR-526B
GO:0032612,interleukin-1 production,1.6211,0.38152,MIR-526B
GO:0050900,leukocyte migration,1.5325,0.38452,MIR-526B
GO:0042113,B cell activation,1.6327,0.38514,MIR-526B
GO:0019882,antigen processing and presentation,1.7794,0.38572,MIR-526B
GO:0042110,T cell activation,1.648,0.387,MIR-526B
GO:0071887,leukocyte apoptotic process,1.525,0.38713,MIR-526B
GO:0001819,positive regulation of cytokine production,1.6353,0.38752,MIR-526B
GO:0034340,response to type I interferon,-2.9094,0.00046542,MIR-519B
GO:0002251,organ or tissue specific immune response,0.72511,0.86748,MIR-519B
GO:0071559,response to transforming growth factor beta,-1.2795,0.41466,MIR-525
GO:0050663,cytokine secretion,0.84001,0.67116,MIR-525
GO:0042092,type 2 immune response,0.84262,0.67355,MIR-525
GO:0002697,regulation of immune effector process,0.87665,0.6758,MIR-525
GO:0030101,natural killer cell activation,0.82874,0.67672,MIR-525
GO:0001525,angiogenesis,-2.7309,0.00056005,MIR-523
GO:0048536,spleen development,1.0051,0.60482,MIR-523
GO:0033028,myeloid cell apoptotic process,1.0506,0.60947,MIR-523
GO:0032606,type I interferon production,-1.4641,0.32735,MIR-518F
GO:0032616,interleukin-13 production,0.71801,0.89464,MIR-518F
GO:0150076,neuroinflammatory response,0.69039,0.89726,MIR-518F
GO:0070670,response to interleukin-4,0.53769,0.89804,MIR-518F
GO:0032602,chemokine production,0.72304,0.89827,MIR-518F
GO:0006925,inflammatory cell apoptotic process,0.84948,0.89868,MIR-518F
GO:0033028,myeloid cell apoptotic process,0.7183,0.89874,MIR-518F
GO:0043276,anoikis,-1.6558,0.36448,MIR-520B
GO:0042092,type 2 immune response,1.1583,0.91293,MIR-520B
GO:0036230,granulocyte activation,2.5332,<2.2e-16,MIR-518B
GO:0002446,neutrophil mediated immunity,2.4927,<2.2e-16,MIR-518B
GO:0019882,antigen processing and presentation,2.1959,0.00014806,MIR-518B
GO:0002449,lymphocyte mediated immunity,2.2471,0.00017582,MIR-518B
GO:0002250,adaptive immune response,2.2494,0.00018754,MIR-518B
GO:0032609,interferon-gamma production,2.2573,0.00021640,MIR-518B
GO:0048536,spleen development,-4.9082,0.29727,MIR-526A-1
GO:0002446,neutrophil mediated immunity,-1.4176,0.72603,MIR-526A-1
GO:0060759,regulation of response to cytokine stimulus,-2.433,0.73208,MIR-526A-1
GO:0002269,leukocyte activation involved in inflammatory response,2.404,0.93387,MIR-526A-1
GO:0001818,negative regulation of cytokine production,0.10128,0.97329,MIR-526A-1
GO:0030101,natural killer cell activation,0.96419,0.71243,MIR-520C
GO:0006925,inflammatory cell apoptotic process,0.93011,0.71488,MIR-520C
GO:0032606,type I interferon production,0.90378,0.71729,MIR-520C
GO:0002437,inflammatory response to antigenic stimulus,0.99439,0.72058,MIR-520C
GO:0032616,interleukin-13 production,0.98033,0.72308,MIR-520C
GO:0034340,response to type I interferon,0.99453,0.72604,MIR-520C
GO:0070555,response to interleukin-1,0.73999,0.75088,MIR-518C
GO:0002526,acute inflammatory response,0.95467,0.75256,MIR-518C
GO:0034341,response to interferon-gamma,0.72809,0.75362,MIR-518C
GO:0070670,response to interleukin-4,0.74666,0.75426,MIR-518C
GO:0042113,B cell activation,-2.9588,<2.2e-16,MIR-524
GO:0042110,T cell activation,-2.5522,0.0033143,MIR-524
GO:0034612,response to tumor necrosis factor,-2.5083,0.0050279,MIR-524
GO:0002694,regulation of leukocyte activation,-2.4724,0.0058611,MIR-524
GO:0019882,antigen processing and presentation,1.1006,0.64626,MIR-517A
GO:0050663,cytokine secretion,1.0875,0.65439,MIR-517A
GO:0098760,response to interleukin-7,1.1285,0.66340,MIR-517A
GO:0048536,spleen development,1.0511,0.66350,MIR-517A
GO:0070670,response to interleukin-4,1.1348,0.66755,MIR-517A
GO:0071706,tumor necrosis factor superfamily cytokine production,0.97989,0.79222,MIR-519D
GO:0010573,vascular endothelial growth factor production,0.97111,0.79489,MIR-519D
GO:0002446,neutrophil mediated immunity,0.45547,0.79702,MIR-519D
GO:0032623,interleukin-2 production,0.95206,0.79756,MIR-519D
GO:0034612,response to tumor necrosis factor,0.4659,0.79810,MIR-519D
GO:0002764,immune response-regulating signaling pathway,0.46218,0.79811,MIR-519D
GO:0001819,positive regulation of cytokine production,0.45969,0.79892,MIR-519D
GO:0034341,response to interferon-gamma,1.3597,0.77793,MIR-521-2
GO:0045576,mast cell activation,-1.2925,0.78375,MIR-521-2
GO:0045088,regulation of innate immune response,1.3276,0.95173,MIR-521-2
GO:0006925,inflammatory cell apoptotic process,1.2654,0.9557,MIR-521-2
GO:0002244,hematopoietic progenitor cell differentiation,1.2326,0.95634,MIR-521-2
GO:0001818,negative regulation of cytokine production,0.68285,0.78022,MIR-520D
GO:0002764,immune response-regulating signaling pathway,0.69332,0.78594,MIR-520D
GO:0034341,response to interferon-gamma,0.97198,0.62874,MIR-517B
GO:0006959,humoral immune response,0.98612,0.63383,MIR-517B
GO:0048536,spleen development,1.0715,0.63547,MIR-517B
GO:0002507,tolerance induction,3.4149,0.64737,MIR-520G
GO:0010573,vascular endothelial growth factor production,3.2582,0.71535,MIR-520G
GO:0032609,interferon-gamma production,2.1999,0.77395,MIR-520G
GO:0002697,regulation of immune effector process,0.74026,0.83619,MIR-516B-2
GO:0032634,interleukin-5 production,3.6642,0.40611,MIR-526A-2
GO:0035924,cellular response to vascular endothelial growth factor stimulus,-5.1854,0.41046,MIR-526A-2
GO:0032616,interleukin-13 production,3.7772,0.54678,MIR-526A-2
GO:0070741,response to interleukin-6,-5.3602,0.55804,MIR-526A-2
GO:0001525,angiogenesis,-1.0748,0.57476,MIR-526A-2
GO:0034340,response to type I interferon,1.9194,0.0060662,MIR-518E
GO:0035455,response to interferon-alpha,1.6737,0.055779,MIR-518E
GO:0150076,neuroinflammatory response,-1.3289,0.44213,MIR-518E
GO:0002448,mast cell mediated immunity,-1.4966,0.44774,MIR-518E
GO:0043276,anoikis,-1.3847,0.45451,MIR-518E
GO:0001525,angiogenesis,-1.3122,0.47049,MIR-518E
GO:0002507,tolerance induction,3.9267,0.4327,MIR-518A-1
GO:0070555,response to interleukin-1,-1.2453,0.49603,MIR-518A-1
GO:0007159,leukocyte cell-cell adhesion,-1.2974,0.50214,MIR-518A-1
GO:0043276,anoikis,-1.2843,0.50242,MIR-518A-1
GO:0032623,interleukin-2 production,-1.3002,0.50464,MIR-518A-1
GO:0010573,vascular endothelial growth factor production,3.4827,0.74328,MIR-518A-1
GO:0002200,somatic diversification of immune receptors,3.2727,0.7891,MIR-518A-1
GO:0070671,response to interleukin-12,0.59352,0.87505,MIR-518A-1
GO:0001773,myeloid dendritic cell activation,-1.8408,0.36755,MIR-518D
GO:0034612,response to tumor necrosis factor,-1.363,0.47455,MIR-518D
GO:0070741,response to interleukin-6,-1.7335,0.13267,MIR-516B-1
GO:0050663,cytokine secretion,1.0856,0.65036,MIR-516B-1
GO:0034612,response to tumor necrosis factor,0.86959,0.66046,MIR-516B-1
GO:0048536,spleen development,0.85874,0.66079,MIR-516B-1
GO:0042110,T cell activation,-1.9915,0.099811,MIR-518A-2
GO:0002532,production of molecular mediator involved in inflammatory response,4.8195,0.62418,MIR-518A-2
GO:1990868,response to chemokine,1.1926,0.73253,MIR-518A-2
GO:0032616,interleukin-13 production,1.1594,0.73554,MIR-518A-2
GO:0098760,response to interleukin-7,-0.76622,0.81288,MIR-517C
GO:0071887,leukocyte apoptotic process,0.55501,0.86196,MIR-517C
GO:0032606,type I interferon production,0.40099,0.86219,MIR-517C
GO:0001818,negative regulation of cytokine production,0.27208,0.86251,MIR-517C
GO:0034341,response to interferon-gamma,0.40197,0.86378,MIR-517C
GO:0002251,organ or tissue specific immune response,0.55546,0.8646,MIR-517C
GO:0070670,response to interleukin-4,0.56388,0.86483,MIR-517C
GO:0070741,response to interleukin-6,0.55763,0.86514,MIR-517C
GO:0034612,response to tumor necrosis factor,-2.3411,0.012766,MIR-520H
GO:0002532,production of molecular mediator involved in inflammatory response,0.32388,0.91084,MIR-520H
GO:0034340,response to type I interferon,1.5894,0.42901,MIR-521-1
GO:0043276,anoikis,-1.2942,0.76455,MIR-521-1
GO:0030101,natural killer cell activation,-1.303,0.78962,MIR-521-1
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.3046,0.82207,MIR-521-1
GO:0002764,immune response-regulating signaling pathway,-1.0828,0.83174,MIR-521-1
GO:0002683,negative regulation of immune system process,-1.3178,0.84188,MIR-521-1
GO:0035455,response to interferon-alpha,1.5476,0.19674,MIR-522
GO:0035456,response to interferon-beta,1.5529,0.20587,MIR-522
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.1189,0.83088,MIR-522
GO:0030101,natural killer cell activation,-1.1257,0.84374,MIR-522
GO:0034340,response to type I interferon,1.8408,0.042998,MIR-519A-1
GO:0035455,response to interferon-alpha,1.7478,0.13526,MIR-519A-1
GO:0045576,mast cell activation,-1.5809,0.27839,MIR-519A-1
GO:0043276,anoikis,-1.629,0.29364,MIR-519A-1
GO:0006959,humoral immune response,-1.5077,0.31916,MIR-519A-1
GO:0002448,mast cell mediated immunity,-1.4687,0.32353,MIR-519A-1
GO:0002526,acute inflammatory response,-1.4889,0.34032,MIR-519A-1
GO:0001773,myeloid dendritic cell activation,-1.5091,0.34271,MIR-519A-1
GO:0030101,natural killer cell activation,-1.7905,0.84179,MIR-527
GO:0002448,mast cell mediated immunity,-1.9325,0.8771,MIR-527
GO:0042092,type 2 immune response,-0.51636,0.8994,MIR-527
GO:0036230,granulocyte activation,0.89588,0.95992,MIR-527
GO:0050900,leukocyte migration,0.85311,0.96011,MIR-527
GO:0034340,response to type I interferon,2.1145,<2.2e-16,MIR-516A-1
GO:0035455,response to interferon-alpha,1.8182,0.034669,MIR-516A-1
GO:0035456,response to interferon-beta,1.7688,0.035731,MIR-516A-1
GO:0002448,mast cell mediated immunity,-1.6336,0.38164,MIR-516A-1
GO:0045576,mast cell activation,-1.5199,0.48765,MIR-516A-1
GO:0043276,anoikis,-1.532,0.49932,MIR-516A-1
GO:0034340,response to type I interferon,1.8237,0.32315,MIR-516A-2
GO:0035455,response to interferon-alpha,1.8948,0.37327,MIR-516A-2
GO:0035456,response to interferon-beta,1.7184,0.46278,MIR-516A-2
GO:0034340,response to type I interferon,1.8703,0.030130,MIR-519A-2
GO:0035455,response to interferon-alpha,1.7672,0.043851,MIR-519A-2
GO:0035456,response to interferon-beta,1.6974,0.082231,MIR-519A-2
GO:0002448,mast cell mediated immunity,-1.5155,0.58396,MIR-519A-2
GO:0045576,mast cell activation,-1.3744,0.63287,MIR-519A-2
GO:0043276,anoikis,-1.3559,0.66974,MIR-519A-2
GO:0002446,neutrophil mediated immunity,2.0356,<2.2e-16,MIR-501
GO:0036230,granulocyte activation,2.0177,0.00079367,MIR-501
GO:0034341,response to interferon-gamma,2.307,<2.2e-16,MIR-502
GO:0036230,granulocyte activation,2.1865,<2.2e-16,MIR-502
GO:0002446,neutrophil mediated immunity,2.1634,<2.2e-16,MIR-502
GO:0002250,adaptive immune response,2.1282,<2.2e-16,MIR-502
GO:0007159,leukocyte cell-cell adhesion,2.0826,0.0014138,MIR-502
GO:0002526,acute inflammatory response,2.0548,0.0017672,MIR-502
GO:0002532,production of molecular mediator involved in inflammatory response,2.0217,0.0021459,MIR-502
GO:0032609,interferon-gamma production,2.0229,0.0021750,MIR-502
GO:0045576,mast cell activation,2.0302,0.0024098,MIR-502
GO:0050900,leukocyte migration,1.9948,0.0028717,MIR-502
GO:0032637,interleukin-8 production,2.0025,0.0029453,MIR-502
GO:0050663,cytokine secretion,1.9796,0.0032819,MIR-502
GO:0070661,leukocyte proliferation,1.9811,0.0034460,MIR-502
GO:0045088,regulation of innate immune response,1.983,0.0035344,MIR-502
GO:0002449,lymphocyte mediated immunity,1.955,0.0036758,MIR-502
GO:0007159,leukocyte cell-cell adhesion,-1.7002,0.065738,MIR-450A-2
GO:0032633,interleukin-4 production,-1.4783,0.15110,MIR-503
GO:0045576,mast cell activation,-1.2257,0.38702,MIR-503
GO:0002448,mast cell mediated immunity,-1.2297,0.39397,MIR-503
GO:0032613,interleukin-10 production,-2.2058,<2.2e-16,MIR-504
GO:0032615,interleukin-12 production,-2.2175,<2.2e-16,MIR-504
GO:0001819,positive regulation of cytokine production,-2.236,<2.2e-16,MIR-504
GO:0032623,interleukin-2 production,-2.238,<2.2e-16,MIR-504
GO:0042110,T cell activation,-2.2434,<2.2e-16,MIR-504
GO:0042113,B cell activation,-2.2459,<2.2e-16,MIR-504
GO:0070661,leukocyte proliferation,-2.2509,<2.2e-16,MIR-504
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.2575,<2.2e-16,MIR-504
GO:0050900,leukocyte migration,-2.3129,<2.2e-16,MIR-504
GO:0002694,regulation of leukocyte activation,-2.3306,<2.2e-16,MIR-504
GO:0050663,cytokine secretion,-2.3359,<2.2e-16,MIR-504
GO:0002250,adaptive immune response,-2.4192,<2.2e-16,MIR-504
GO:0008356,asymmetric cell division,2.2474,0.039793,MIR-504
GO:0002250,adaptive immune response,2.3436,0.0049417,MIR-505
GO:0036230,granulocyte activation,2.3308,0.0049417,MIR-505
GO:0002446,neutrophil mediated immunity,2.2992,0.0057654,MIR-505
GO:0019882,antigen processing and presentation,2.2788,0.0061772,MIR-505
GO:0002449,lymphocyte mediated immunity,2.2514,0.0070596,MIR-505
GO:0034341,response to interferon-gamma,2.0951,0.027750,MIR-505
GO:0002694,regulation of leukocyte activation,2.0746,0.028878,MIR-505
GO:0030101,natural killer cell activation,2.0629,0.028924,MIR-505
GO:0042110,T cell activation,2.046,0.029390,MIR-505
GO:0002764,immune response-regulating signaling pathway,2.1218,0.029403,MIR-505
GO:0045088,regulation of innate immune response,2.0985,0.029444,MIR-505
GO:0032609,interferon-gamma production,2.0178,0.029538,MIR-505
GO:0070661,leukocyte proliferation,2.0073,0.029959,MIR-505
GO:0007159,leukocyte cell-cell adhesion,2.0475,0.030611,MIR-505
GO:0050900,leukocyte migration,1.9798,0.032026,MIR-505
GO:0050663,cytokine secretion,-2.0057,<2.2e-16,MIR-513A-1
GO:0034612,response to tumor necrosis factor,-2.0065,<2.2e-16,MIR-513A-1
GO:0032609,interferon-gamma production,-2.0466,<2.2e-16,MIR-513A-1
GO:0002694,regulation of leukocyte activation,-2.0503,<2.2e-16,MIR-513A-1
GO:0002449,lymphocyte mediated immunity,-2.0531,<2.2e-16,MIR-513A-1
GO:0002521,leukocyte differentiation,-2.071,<2.2e-16,MIR-513A-1
GO:0002764,immune response-regulating signaling pathway,-2.0717,<2.2e-16,MIR-513A-1
GO:0002446,neutrophil mediated immunity,-2.0811,<2.2e-16,MIR-513A-1
GO:0032615,interleukin-12 production,-2.082,<2.2e-16,MIR-513A-1
GO:0007159,leukocyte cell-cell adhesion,-2.1384,<2.2e-16,MIR-513A-1
GO:0036230,granulocyte activation,-2.1459,<2.2e-16,MIR-513A-1
GO:0019882,antigen processing and presentation,-2.2103,<2.2e-16,MIR-513A-1
GO:0002446,neutrophil mediated immunity,-2.0788,<2.2e-16,MIR-513A-2
GO:0036230,granulocyte activation,-2.1089,<2.2e-16,MIR-513A-2
GO:0032615,interleukin-12 production,-2.1188,<2.2e-16,MIR-513A-2
GO:0050900,leukocyte migration,-2.1296,<2.2e-16,MIR-513A-2
GO:0042110,T cell activation,-2.1559,<2.2e-16,MIR-513A-2
GO:0007159,leukocyte cell-cell adhesion,-2.1645,<2.2e-16,MIR-513A-2
GO:0042113,B cell activation,-2.1899,<2.2e-16,MIR-513A-2
GO:0019882,antigen processing and presentation,-2.2476,<2.2e-16,MIR-513A-2
GO:1990868,response to chemokine,-2.2643,<2.2e-16,MIR-513A-2
GO:0002285,lymphocyte activation involved in immune response,-2.3345,<2.2e-16,MIR-513A-2
GO:0002250,adaptive immune response,-2.3872,<2.2e-16,MIR-513A-2
GO:0002521,leukocyte differentiation,-2.0766,0.00030088,MIR-513A-2
GO:0002694,regulation of leukocyte activation,-1.9828,0.00032093,MIR-513A-2
GO:0071706,tumor necrosis factor superfamily cytokine production,-1.9873,0.00033200,MIR-513A-2
GO:0034612,response to tumor necrosis factor,-1.9939,0.00034386,MIR-513A-2
GO:0002440,production of molecular mediator of immune response,-1.9812,<2.2e-16,MIR-506
GO:0001525,angiogenesis,-2.0236,<2.2e-16,MIR-506
GO:0032615,interleukin-12 production,-2.0279,<2.2e-16,MIR-506
GO:0002764,immune response-regulating signaling pathway,-2.0421,<2.2e-16,MIR-506
GO:0002694,regulation of leukocyte activation,-2.0542,<2.2e-16,MIR-506
GO:0001819,positive regulation of cytokine production,-2.0619,<2.2e-16,MIR-506
GO:0002521,leukocyte differentiation,-2.0678,<2.2e-16,MIR-506
GO:0002446,neutrophil mediated immunity,-2.0768,<2.2e-16,MIR-506
GO:0002449,lymphocyte mediated immunity,-2.0773,<2.2e-16,MIR-506
GO:0036230,granulocyte activation,-2.1064,<2.2e-16,MIR-506
GO:0019882,antigen processing and presentation,-2.1327,<2.2e-16,MIR-506
GO:0042113,B cell activation,-2.1387,<2.2e-16,MIR-506
GO:0002250,adaptive immune response,-2.2916,<2.2e-16,MIR-506
GO:0032615,interleukin-12 production,-2.0198,<2.2e-16,MIR-507
GO:0002449,lymphocyte mediated immunity,-2.0444,<2.2e-16,MIR-507
GO:0002446,neutrophil mediated immunity,-2.0609,<2.2e-16,MIR-507
GO:0032609,interferon-gamma production,-2.061,<2.2e-16,MIR-507
GO:0002521,leukocyte differentiation,-2.0637,<2.2e-16,MIR-507
GO:0071706,tumor necrosis factor superfamily cytokine production,-2.0683,<2.2e-16,MIR-507
GO:0002764,immune response-regulating signaling pathway,-2.0713,<2.2e-16,MIR-507
GO:0034612,response to tumor necrosis factor,-2.0783,<2.2e-16,MIR-507
GO:0002694,regulation of leukocyte activation,-2.0966,<2.2e-16,MIR-507
GO:0036230,granulocyte activation,-2.0981,<2.2e-16,MIR-507
GO:0042113,B cell activation,-2.106,<2.2e-16,MIR-507
GO:0007159,leukocyte cell-cell adhesion,-2.1769,<2.2e-16,MIR-507
GO:1990868,response to chemokine,-2.1777,<2.2e-16,MIR-507
GO:0042110,T cell activation,-2.1828,<2.2e-16,MIR-507
GO:0002250,adaptive immune response,-2.3258,<2.2e-16,MIR-507
GO:0050900,leukocyte migration,-2.2126,<2.2e-16,MIR-507
GO:0002694,regulation of leukocyte activation,-2.0034,<2.2e-16,MIR-508
GO:0019882,antigen processing and presentation,-2.0084,<2.2e-16,MIR-508
GO:0001819,positive regulation of cytokine production,-2.009,<2.2e-16,MIR-508
GO:0002446,neutrophil mediated immunity,-2.0261,<2.2e-16,MIR-508
GO:0042113,B cell activation,-2.0348,<2.2e-16,MIR-508
GO:0050663,cytokine secretion,-2.0418,<2.2e-16,MIR-508
GO:1990868,response to chemokine,-2.0423,<2.2e-16,MIR-508
GO:0036230,granulocyte activation,-2.0467,<2.2e-16,MIR-508
GO:0001525,angiogenesis,-2.0474,<2.2e-16,MIR-508
GO:0002521,leukocyte differentiation,-2.0754,<2.2e-16,MIR-508
GO:0002285,lymphocyte activation involved in immune response,-2.1155,<2.2e-16,MIR-508
GO:0002250,adaptive immune response,-2.2143,<2.2e-16,MIR-508
GO:0032615,interleukin-12 production,-1.983,<2.2e-16,MIR-509-1
GO:0042092,type 2 immune response,-1.9836,<2.2e-16,MIR-509-1
GO:0002449,lymphocyte mediated immunity,-2.0154,<2.2e-16,MIR-509-1
GO:0002694,regulation of leukocyte activation,-2.0341,<2.2e-16,MIR-509-1
GO:0001525,angiogenesis,-2.0512,<2.2e-16,MIR-509-1
GO:0042113,B cell activation,-2.0526,<2.2e-16,MIR-509-1
GO:0050663,cytokine secretion,-2.0538,<2.2e-16,MIR-509-1
GO:0002521,leukocyte differentiation,-2.0646,<2.2e-16,MIR-509-1
GO:0002446,neutrophil mediated immunity,-2.0767,<2.2e-16,MIR-509-1
GO:0001819,positive regulation of cytokine production,-2.0872,<2.2e-16,MIR-509-1
GO:0036230,granulocyte activation,-2.1045,<2.2e-16,MIR-509-1
GO:0019882,antigen processing and presentation,-2.1087,<2.2e-16,MIR-509-1
GO:0002250,adaptive immune response,-2.256,<2.2e-16,MIR-509-1
GO:0035455,response to interferon-alpha,1.4782,0.28695,MIR-509-1
GO:0032609,interferon-gamma production,-2.0198,<2.2e-16,MIR-510
GO:0002449,lymphocyte mediated immunity,-2.0298,<2.2e-16,MIR-510
GO:0002521,leukocyte differentiation,-2.0314,<2.2e-16,MIR-510
GO:0002446,neutrophil mediated immunity,-2.0688,<2.2e-16,MIR-510
GO:0071887,leukocyte apoptotic process,-2.0701,<2.2e-16,MIR-510
GO:0036230,granulocyte activation,-2.0785,<2.2e-16,MIR-510
GO:0002440,production of molecular mediator of immune response,-2.0824,<2.2e-16,MIR-510
GO:0032615,interleukin-12 production,-2.0989,<2.2e-16,MIR-510
GO:0007159,leukocyte cell-cell adhesion,-2.099,<2.2e-16,MIR-510
GO:0050900,leukocyte migration,-2.1153,<2.2e-16,MIR-510
GO:0042113,B cell activation,-2.166,<2.2e-16,MIR-510
GO:0042110,T cell activation,-2.1852,<2.2e-16,MIR-510
GO:1990868,response to chemokine,-2.2627,<2.2e-16,MIR-510
GO:0019882,antigen processing and presentation,-2.2756,<2.2e-16,MIR-510
GO:0002250,adaptive immune response,-2.3161,<2.2e-16,MIR-510
GO:0002764,immune response-regulating signaling pathway,-1.9874,0.00045137,MIR-510
GO:0002694,regulation of leukocyte activation,-1.9787,0.00064762,MIR-510
GO:0032606,type I interferon production,-2.2796,<2.2e-16,MIR-483
GO:0035456,response to interferon-beta,-2.4299,<2.2e-16,MIR-483
GO:0034340,response to type I interferon,-2.5451,<2.2e-16,MIR-483
GO:0034341,response to interferon-gamma,-2.6672,<2.2e-16,MIR-483
GO:0032620,interleukin-17 production,-2.0415,0.00094183,MIR-483
GO:0045088,regulation of innate immune response,-1.9426,0.0037987,MIR-483
GO:0019882,antigen processing and presentation,-1.8031,0.015281,MIR-483
GO:0002250,adaptive immune response,-1.7379,0.024605,MIR-483
GO:0071559,response to transforming growth factor beta,1.6325,0.053286,MIR-483
GO:0002200,somatic diversification of immune receptors,1.9495,0.0020708,MIR-484
GO:0032606,type I interferon production,-2.5744,<2.2e-16,MIR-487A
GO:0035456,response to interferon-beta,-2.5867,<2.2e-16,MIR-487A
GO:0034340,response to type I interferon,-2.8509,<2.2e-16,MIR-487A
GO:0035455,response to interferon-alpha,-1.9148,0.010620,MIR-487A
GO:0034341,response to interferon-gamma,-1.7304,0.033033,MIR-487A
GO:0035455,response to interferon-alpha,-2.0621,<2.2e-16,MIR-455
GO:0032606,type I interferon production,-2.1488,<2.2e-16,MIR-455
GO:0035456,response to interferon-beta,-2.2094,<2.2e-16,MIR-455
GO:0034340,response to type I interferon,-2.7527,<2.2e-16,MIR-455
GO:0002446,neutrophil mediated immunity,1.9499,0.0046714,MIR-205
GO:0036230,granulocyte activation,1.932,0.0046714,MIR-205
GO:0032602,chemokine production,1.8239,0.022356,MIR-205
GO:0042092,type 2 immune response,1.8059,0.027153,MIR-205
GO:0002250,adaptive immune response,1.7395,0.045713,MIR-205
GO:0007159,leukocyte cell-cell adhesion,1.7454,0.045996,MIR-205
GO:0006959,humoral immune response,1.7047,0.047715,MIR-205
GO:0034612,response to tumor necrosis factor,1.6926,0.053297,MIR-205
GO:0008356,asymmetric cell division,-1.1488,0.79104,MIR-205
GO:0032606,type I interferon production,-2.2197,<2.2e-16,MIR-539
GO:0035456,response to interferon-beta,-2.3787,<2.2e-16,MIR-539
GO:0034340,response to type I interferon,-2.5491,<2.2e-16,MIR-539
GO:0035455,response to interferon-alpha,-2.081,0.00093659,MIR-539
GO:0035924,cellular response to vascular endothelial growth factor stimulus,1.7135,0.0040411,MIR-539
GO:0070670,response to interleukin-4,1.6135,0.14319,MIR-545
GO:0060759,regulation of response to cytokine stimulus,1.6258,0.14323,MIR-545
GO:0045576,mast cell activation,1.6423,0.14577,MIR-545
GO:0002521,leukocyte differentiation,1.6456,0.14706,MIR-545
GO:0050727,regulation of inflammatory response,1.5986,0.15017,MIR-545
GO:0002694,regulation of leukocyte activation,-2.1175,<2.2e-16,MIR-376A-2
GO:0045576,mast cell activation,-2.136,<2.2e-16,MIR-376A-2
GO:0002269,leukocyte activation involved in inflammatory response,-2.138,<2.2e-16,MIR-376A-2
GO:0019882,antigen processing and presentation,-2.1441,<2.2e-16,MIR-376A-2
GO:0042110,T cell activation,-2.1777,<2.2e-16,MIR-376A-2
GO:0007159,leukocyte cell-cell adhesion,-2.2013,<2.2e-16,MIR-376A-2
GO:0032623,interleukin-2 production,-2.2013,<2.2e-16,MIR-376A-2
GO:0070661,leukocyte proliferation,-2.2238,<2.2e-16,MIR-376A-2
GO:0042116,macrophage activation,-2.2259,<2.2e-16,MIR-376A-2
GO:0002449,lymphocyte mediated immunity,-2.2648,<2.2e-16,MIR-376A-2
GO:0002250,adaptive immune response,-2.2877,<2.2e-16,MIR-376A-2
GO:0032633,interleukin-4 production,-2.3031,<2.2e-16,MIR-376A-2
GO:0032609,interferon-gamma production,-2.5085,<2.2e-16,MIR-376A-2
GO:0034340,response to type I interferon,-2.5123,<2.2e-16,MIR-376A-2
GO:0034341,response to interferon-gamma,-2.6422,<2.2e-16,MIR-376A-2
GO:0032606,type I interferon production,-2.1651,<2.2e-16,MIR-487B
GO:0035456,response to interferon-beta,-2.4933,<2.2e-16,MIR-487B
GO:0034340,response to type I interferon,-3.0455,<2.2e-16,MIR-487B
GO:0034341,response to interferon-gamma,-2.0577,0.00071025,MIR-487B
GO:0042092,type 2 immune response,-1.8735,0.011905,MIR-542
GO:0034341,response to interferon-gamma,-1.7937,0.015380,MIR-542
GO:0019882,antigen processing and presentation,-1.8004,0.016318,MIR-542
GO:0032609,interferon-gamma production,-1.8069,0.017163,MIR-542
GO:0002250,adaptive immune response,2.5806,<2.2e-16,MIR-33B
GO:0034341,response to interferon-gamma,2.4897,<2.2e-16,MIR-33B
